"","GEOID","NAME","NAMELSAD","State_Name","Elev_mean_m","Elev_cell_count","County_center_Long","County_center_Lat"
"303","13181","Lincoln","Lincoln County","Georgia",121,3731,-96.7873997260689,41.9163237828574
"304","01013","Butler","Butler County","Alabama",103,11053,-96.7873997260689,41.9163237828574
"305","47165","Sumner","Sumner County","Tennessee",211,8163,-96.7873997260689,41.9163237828574
"306","51097","King and Queen","King and Queen County","Virginia",32,4973,-96.7873997260689,41.9163237828574
"307","05015","Carroll","Carroll County","Arkansas",407,9509,-96.7873997260689,41.9163237828574
"308","51820","Waynesboro","Waynesboro city","Virginia",416,231,-96.7873997260689,41.9163237828574
"309","41051","Multnomah","Multnomah County","Oregon",282,8038,-96.7873997260689,41.9163237828574
"310","47061","Grundy","Grundy County","Tennessee",526,5354,-96.7873997260689,41.9163237828574
"311","27057","Hubbard","Hubbard County","Minnesota",440,17601,-96.7873997260689,41.9163237828574
"312","38081","Sargent","Sargent County","North Dakota",379,14971,-96.7873997260689,41.9163237828574
"313","36089","St. Lawrence","St. Lawrence County","New York",241,47623,-96.7873997260689,41.9163237828574
"314","29179","Reynolds","Reynolds County","Missouri",287,12377,-96.7873997260689,41.9163237828574
"315","06067","Sacramento","Sacramento County","California",29,15308,-96.7873997260689,41.9163237828574
"316","39125","Paulding","Paulding County","Ohio",220,6675,-96.7873997260689,41.9163237828574
"317","18179","Wells","Wells County","Indiana",254,5875,-96.7873997260689,41.9163237828574
"318","51063","Floyd","Floyd County","Virginia",788,5762,-96.7873997260689,41.9163237828574
"319","06083","Santa Barbara","Santa Barbara County","California",396,55485,-96.7873997260689,41.9163237828574
"320","54005","Boone","Boone County","West Virginia",417,7705,-96.7873997260689,41.9163237828574
"321","28009","Benton","Benton County","Mississippi",150,5958,-96.7873997260689,41.9163237828574
"322","21055","Crittenden","Crittenden County","Kentucky",144,5631,-96.7873997260689,41.9163237828574
"323","19147","Palo Alto","Palo Alto County","Iowa",384,9395,-96.7873997260689,41.9163237828574
"324","19159","Ringgold","Ringgold County","Iowa",347,8580,-96.7873997260689,41.9163237828574
"325","37151","Randolph","Randolph County","North Carolina",193,11730,-96.7873997260689,41.9163237828574
"326","24015","Cecil","Cecil County","Maryland",43,6551,-96.7873997260689,41.9163237828574
"327","18171","Warren","Warren County","Indiana",208,5811,-96.7873997260689,41.9163237828574
"328","31077","Greeley","Greeley County","Nebraska",624,9213,-96.7873997260689,41.9163237828574
"329","31095","Jefferson","Jefferson County","Nebraska",434,9077,-96.7873997260689,41.9163237828574
"330","31151","Saline","Saline County","Nebraska",445,9130,-96.7873997260689,41.9163237828574
"331","21119","Knott","Knott County","Kentucky",411,5359,-96.7873997260689,41.9163237828574
"332","19045","Clinton","Clinton County","Iowa",218,11462,-96.7873997260689,41.9163237828574
"333","27063","Jackson","Jackson County","Minnesota",435,11898,-96.7873997260689,41.9163237828574
"334","27039","Dodge","Dodge County","Minnesota",381,7392,-96.7873997260689,41.9163237828574
"335","27047","Freeborn","Freeborn County","Minnesota",380,12096,-96.7873997260689,41.9163237828574
"336","06009","Calaveras","Calaveras County","California",726,15919,-96.7873997260689,41.9163237828574
"337","25001","Barnstable","Barnstable County","Massachusetts",5,21086,-96.7873997260689,41.9163237828574
"338","51119","Middlesex","Middlesex County","Virginia",11,3221,-96.7873997260689,41.9163237828574
"339","42065","Jefferson","Jefferson County","Pennsylvania",479,10499,-96.7873997260689,41.9163237828574
"340","18089","Lake","Lake County","Indiana",195,10103,-96.7873997260689,41.9163237828574
"341","47003","Bedford","Bedford County","Tennessee",255,7034,-96.7873997260689,41.9163237828574
"342","47027","Clay","Clay County","Tennessee",244,3884,-96.7873997260689,41.9163237828574
"343","17029","Coles","Coles County","Illinois",206,7992,-96.7873997260689,41.9163237828574
"344","47097","Lauderdale","Lauderdale County","Tennessee",91,7475,-96.7873997260689,41.9163237828574
"345","41001","Baker","Baker County","Oregon",1328,52359,-96.7873997260689,41.9163237828574
"346","36097","Schuyler","Schuyler County","New York",402,5601,-96.7873997260689,41.9163237828574
"347","26159","Van Buren","Van Buren County","Michigan",203,17723,-96.7873997260689,41.9163237828574
"348","17131","Mercer","Mercer County","Illinois",206,9083,-96.7873997260689,41.9163237828574
"349","21127","Lawrence","Lawrence County","Kentucky",250,6434,-96.7873997260689,41.9163237828574
"350","21175","Morgan","Morgan County","Kentucky",298,5860,-96.7873997260689,41.9163237828574
"351","21177","Muhlenberg","Muhlenberg County","Kentucky",143,7265,-96.7873997260689,41.9163237828574
"352","17049","Effingham","Effingham County","Illinois",175,7455,-96.7873997260689,41.9163237828574
"353","47105","Loudon","Loudon County","Tennessee",278,3678,-96.7873997260689,41.9163237828574
"354","46025","Clark","Clark County","South Dakota",523,16423,-96.7873997260689,41.9163237828574
"355","12041","Gilchrist","Gilchrist County","Florida",18,4947,-96.7873997260689,41.9163237828574
"356","18157","Tippecanoe","Tippecanoe County","Indiana",207,7988,-96.7873997260689,41.9163237828574
"357","42109","Snyder","Snyder County","Pennsylvania",254,5281,-96.7873997260689,41.9163237828574
"358","48277","Lamar","Lamar County","Texas",150,13525,-96.7873997260689,41.9163237828574
"359","12086","Miami-Dade","Miami-Dade County","Florida",1,31976,-96.7873997260689,41.9163237828574
"360","31057","Dundy","Dundy County","Nebraska",1004,14526,-96.7873997260689,41.9163237828574
"361","48289","Leon","Leon County","Texas",104,15264,-96.7873997260689,41.9163237828574
"362","08097","Pitkin","Pitkin County","Colorado",3040,15074,-96.7873997260689,41.9163237828574
"363","38035","Grand Forks","Grand Forks County","North Dakota",310,25728,-96.7873997260689,41.9163237828574
"364","18091","LaPorte","LaPorte County","Indiana",221,9919,-96.7873997260689,41.9163237828574
"365","18057","Hamilton","Hamilton County","Indiana",258,6344,-96.7873997260689,41.9163237828574
"366","51595","Emporia","Emporia city","Virginia",34,100,-96.7873997260689,41.9163237828574
"367","40081","Lincoln","Lincoln County","Oklahoma",282,14323,-96.7873997260689,41.9163237828574
"368","20071","Greeley","Greeley County","Kansas",1117,11925,-96.7873997260689,41.9163237828574
"369","13145","Harris","Harris County","Georgia",209,6781,-96.7873997260689,41.9163237828574
"370","13251","Screven","Screven County","Georgia",44,9421,-96.7873997260689,41.9163237828574
"371","48433","Stonewall","Stonewall County","Texas",534,13316,-96.7873997260689,41.9163237828574
"372","39069","Henry","Henry County","Ohio",211,6728,-96.7873997260689,41.9163237828574
"373","33009","Grafton","Grafton County","New Hampshire",454,29268,-96.7873997260689,41.9163237828574
"374","29145","Newton","Newton County","Missouri",347,9463,-96.7873997260689,41.9163237828574
"375","18129","Posey","Posey County","Indiana",122,6413,-96.7873997260689,41.9163237828574
"376","48311","McMullen","McMullen County","Texas",96,15904,-96.7873997260689,41.9163237828574
"377","17035","Cumberland","Cumberland County","Illinois",183,5378,-96.7873997260689,41.9163237828574
"378","13297","Walton","Walton County","Georgia",246,4794,-96.7873997260689,41.9163237828574
"379","27121","Pope","Pope County","Minnesota",384,12389,-96.7873997260689,41.9163237828574
"380","51157","Rappahannock","Rappahannock County","Virginia",297,4129,-96.7873997260689,41.9163237828574
"381","51009","Amherst","Amherst County","Virginia",339,7291,-96.7873997260689,41.9163237828574
"382","06111","Ventura","Ventura County","California",675,32283,-96.7873997260689,41.9163237828574
"383","17033","Crawford","Crawford County","Illinois",151,6912,-96.7873997260689,41.9163237828574
"384","08093","Park","Park County","Colorado",2958,34344,-96.7873997260689,41.9163237828574
"385","06037","Los Angeles","Los Angeles County","California",586,69269,-96.7873997260689,41.9163237828574
"386","04027","Yuma","Yuma County","Arizona",260,79123,-96.7873997260689,41.9163237828574
"387","13129","Gordon","Gordon County","Georgia",229,5225,-96.7873997260689,41.9163237828574
"388","19025","Calhoun","Calhoun County","Iowa",362,9309,-96.7873997260689,41.9163237828574
"389","12055","Highlands","Highlands County","Florida",21,15106,-96.7873997260689,41.9163237828574
"390","51580","Covington","Covington city","Virginia",414,88,-96.7873997260689,41.9163237828574
"391","50017","Orange","Orange County","Vermont",391,11583,-96.7873997260689,41.9163237828574
"392","20113","McPherson","McPherson County","Kansas",453,13870,-96.7873997260689,41.9163237828574
"393","04021","Pinal","Pinal County","Arizona",710,77274,-96.7873997260689,41.9163237828574
"394","39051","Fulton","Fulton County","Ohio",224,6591,-96.7873997260689,41.9163237828574
"395","08003","Alamosa","Alamosa County","Colorado",2375,11026,-96.7873997260689,41.9163237828574
"396","12017","Citrus","Citrus County","Florida",9,13271,-96.7873997260689,41.9163237828574
"397","47041","DeKalb","DeKalb County","Tennessee",264,4900,-96.7873997260689,41.9163237828574
"398","42031","Clarion","Clarion County","Pennsylvania",430,9762,-96.7873997260689,41.9163237828574
"399","46097","Miner","Miner County","South Dakota",453,9619,-96.7873997260689,41.9163237828574
"400","46073","Jerauld","Jerauld County","South Dakota",499,9000,-96.7873997260689,41.9163237828574
"401","18031","Decatur","Decatur County","Indiana",274,5792,-96.7873997260689,41.9163237828574
"402","18037","Dubois","Dubois County","Indiana",162,6705,-96.7873997260689,41.9163237828574
"403","51057","Essex","Essex County","Virginia",27,4373,-96.7873997260689,41.9163237828574
"404","45089","Williamsburg","Williamsburg County","South Carolina",15,13584,-96.7873997260689,41.9163237828574
"405","36031","Essex","Essex County","New York",475,32144,-96.7873997260689,41.9163237828574
"406","19195","Worth","Worth County","Iowa",372,6612,-96.7873997260689,41.9163237828574
"407","40063","Hughes","Hughes County","Oklahoma",246,11924,-96.7873997260689,41.9163237828574
"408","51027","Buchanan","Buchanan County","Virginia",579,7639,-96.7873997260689,41.9163237828574
"409","51005","Alleghany","Alleghany County","Virginia",620,6864,-96.7873997260689,41.9163237828574
"410","28087","Lowndes","Lowndes County","Mississippi",66,7459,-96.7873997260689,41.9163237828574
"411","18143","Scott","Scott County","Indiana",186,2958,-96.7873997260689,41.9163237828574
"412","08099","Prowers","Prowers County","Colorado",1159,25186,-96.7873997260689,41.9163237828574
"413","48435","Sutton","Sutton County","Texas",683,20359,-96.7873997260689,41.9163237828574
"414","40101","Muskogee","Muskogee County","Oklahoma",180,12465,-96.7873997260689,41.9163237828574
"415","29043","Christian","Christian County","Missouri",380,8526,-96.7873997260689,41.9163237828574
"416","28073","Lamar","Lamar County","Mississippi",95,7067,-96.7873997260689,41.9163237828574
"417","18137","Ripley","Ripley County","Indiana",284,6941,-96.7873997260689,41.9163237828574
"418","38057","Mercer","Mercer County","North Dakota",610,19795,-96.7873997260689,41.9163237828574
"419","13147","Hart","Hart County","Georgia",228,3753,-96.7873997260689,41.9163237828574
"420","22049","Jackson","Jackson Parish","Louisiana",64,8281,-96.7873997260689,41.9163237828574
"421","51133","Northumberland","Northumberland County","Virginia",11,4366,-96.7873997260689,41.9163237828574
"422","48157","Fort Bend","Fort Bend County","Texas",25,12284,-96.7873997260689,41.9163237828574
"423","55047","Green Lake","Green Lake County","Wisconsin",260,6341,-96.7873997260689,41.9163237828574
"424","30073","Pondera","Pondera County","Montana",1231,29718,-96.7873997260689,41.9163237828574
"425","55127","Walworth","Walworth County","Wisconsin",280,9492,-96.7873997260689,41.9163237828574
"426","32021","Mineral","Mineral County","Nevada",1791,58690,-96.7873997260689,41.9163237828574
"427","17057","Fulton","Fulton County","Illinois",182,14005,-96.7873997260689,41.9163237828574
"428","36103","Suffolk","Suffolk County","New York",8,37865,-96.7873997260689,41.9163237828574
"429","18161","Union","Union County","Indiana",298,2598,-96.7873997260689,41.9163237828574
"430","29119","McDonald","McDonald County","Missouri",336,8158,-96.7873997260689,41.9163237828574
"431","31157","Scotts Bluff","Scotts Bluff County","Nebraska",1261,12071,-96.7873997260689,41.9163237828574
"432","35047","San Miguel","San Miguel County","New Mexico",1811,70384,-96.7873997260689,41.9163237828574
"433","01081","Lee","Lee County","Alabama",181,8841,-96.7873997260689,41.9163237828574
"434","48367","Parker","Parker County","Texas",296,13067,-96.7873997260689,41.9163237828574
"435","38021","Dickey","Dickey County","North Dakota",467,19770,-96.7873997260689,41.9163237828574
"436","38003","Barnes","Barnes County","North Dakota",423,26628,-96.7873997260689,41.9163237828574
"437","27143","Sibley","Sibley County","Minnesota",304,10226,-96.7873997260689,41.9163237828574
"438","13293","Upson","Upson County","Georgia",200,4711,-96.7873997260689,41.9163237828574
"439","06097","Sonoma","Sonoma County","California",196,27271,-96.7873997260689,41.9163237828574
"440","26033","Chippewa","Chippewa County","Michigan",202,47142,-96.7873997260689,41.9163237828574
"441","16019","Bonneville","Bonneville County","Idaho",1862,31554,-96.7873997260689,41.9163237828574
"442","13013","Barrow","Barrow County","Georgia",264,2376,-96.7873997260689,41.9163237828574
"443","13183","Long","Long County","Georgia",18,5731,-96.7873997260689,41.9163237828574
"444","48271","Kinney","Kinney County","Texas",375,18920,-96.7873997260689,41.9163237828574
"445","40115","Ottawa","Ottawa County","Oklahoma",255,7263,-96.7873997260689,41.9163237828574
"446","42033","Clearfield","Clearfield County","Pennsylvania",501,18439,-96.7873997260689,41.9163237828574
"447","26037","Clinton","Clinton County","Michigan",234,9486,-96.7873997260689,41.9163237828574
"448","17135","Montgomery","Montgomery County","Illinois",193,11020,-96.7873997260689,41.9163237828574
"449","28003","Alcorn","Alcorn County","Mississippi",147,5867,-96.7873997260689,41.9163237828574
"450","28071","Lafayette","Lafayette County","Mississippi",115,9947,-96.7873997260689,41.9163237828574
"451","22043","Grant","Grant Parish","Louisiana",40,9457,-96.7873997260689,41.9163237828574
"452","29005","Atchison","Atchison County","Missouri",303,8700,-96.7873997260689,41.9163237828574
"453","17115","Macon","Macon County","Illinois",202,9225,-96.7873997260689,41.9163237828574
"454","26149","St. Joseph","St. Joseph County","Michigan",259,8382,-96.7873997260689,41.9163237828574
"455","17055","Franklin","Franklin County","Illinois",131,6629,-96.7873997260689,41.9163237828574
"456","30033","Garfield","Garfield County","Montana",854,86074,-96.7873997260689,41.9163237828574
"457","31001","Adams","Adams County","Nebraska",593,8881,-96.7873997260689,41.9163237828574
"458","27109","Olmsted","Olmsted County","Minnesota",355,10903,-96.7873997260689,41.9163237828574
"459","34039","Union","Union County","New Jersey",35,1677,-96.7873997260689,41.9163237828574
"460","01097","Mobile","Mobile County","Alabama",26,23102,-96.7873997260689,41.9163237828574
"461","46087","McCook","McCook County","South Dakota",457,9625,-96.7873997260689,41.9163237828574
"462","01057","Fayette","Fayette County","Alabama",144,9156,-96.7873997260689,41.9163237828574
"463","01017","Chambers","Chambers County","Alabama",218,8685,-96.7873997260689,41.9163237828574
"464","37131","Northampton","Northampton County","North Carolina",28,8208,-96.7873997260689,41.9163237828574
"465","08081","Moffat","Moffat County","Colorado",2047,75438,-96.7873997260689,41.9163237828574
"466","21087","Green","Green County","Kentucky",217,4378,-96.7873997260689,41.9163237828574
"467","18047","Franklin","Franklin County","Indiana",277,6112,-96.7873997260689,41.9163237828574
"468","37013","Beaufort","Beaufort County","North Carolina",5,14273,-96.7873997260689,41.9163237828574
"469","38015","Burleigh","Burleigh County","North Dakota",575,29335,-96.7873997260689,41.9163237828574
