Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,,COUNTY,NEW MEXICO,35,SOUTHWEST,70,LUNA,29,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,228,10.4
CENSUS,2017,YEAR,,COUNTY,NEW MEXICO,35,SOUTHWEST,70,SIERRA,51,,,0,,COTTON,COTTON - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW MEXICO,35,SOUTHWEST,70,SOCORRO,53,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,54.9
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,CAYUGA,11,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,216,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,CAYUGA,11,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,29895,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,CAYUGA,11,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,7015,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,CHENANGO,17,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,53,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,CHENANGO,17,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,916,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,CORTLAND,23,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,57,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,CORTLAND,23,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1623,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,CORTLAND,23,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,261,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,HERKIMER,43,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,41,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,HERKIMER,43,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2138,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,HERKIMER,43,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,154,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,MADISON,53,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,107,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,MADISON,53,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,5805,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,MADISON,53,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1401,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,ONEIDA,65,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,152,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,ONEIDA,65,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,7985,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,ONEIDA,65,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1121,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,ONONDAGA,67,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,116,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,ONONDAGA,67,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,8908,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,ONONDAGA,67,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,5290,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,OSWEGO,75,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,38,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,OSWEGO,75,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2871,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,OSWEGO,75,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,OTSEGO,77,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,79,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,OTSEGO,77,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1562,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,CENTRAL,50,OTSEGO,77,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,44,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,ALBANY,1,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,26,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,ALBANY,1,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,FULTON,35,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,10,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,FULTON,35,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,78,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,FULTON,35,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,MONTGOMERY,57,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,79,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,MONTGOMERY,57,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,3816,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,MONTGOMERY,57,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,267,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,RENSSELAER,83,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,35,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,RENSSELAER,83,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1691,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,RENSSELAER,83,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,SARATOGA,91,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,25,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,SARATOGA,91,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,619,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,41,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,474,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,31,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,EASTERN,60,WASHINGTON,115,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,305,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,LONG ISLAND,91,NASSAU,59,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,2,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,15,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,31,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,244,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,20,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHEAST,30,CLINTON,19,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHEAST,30,ESSEX,31,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,43,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,877,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHEAST,30,FRANKLIN,33,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,30,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,66,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,6276,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHERN,20,JEFFERSON,45,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2825,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,64,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,911,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHERN,20,LEWIS,49,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,592,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,110,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,4379,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,43,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,5347,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,COLUMBIA,21,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,529,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,DELAWARE,25,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,29,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,DELAWARE,25,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,546,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,DELAWARE,25,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,DUTCHESS,27,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,30,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,DUTCHESS,27,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,812,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,DUTCHESS,27,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,243,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,5,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,36,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,24,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2123,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,172,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,1,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,15,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,405,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,7,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,3,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,3,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,18,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,40,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1221,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,47,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2476,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1177,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,55,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1190,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,54,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,3077,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1673,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,63,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,740,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2105,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,95,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,3420,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,766,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,82,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,4639,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,1061,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,247,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,6055,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,SOUTHWEST,70,STEUBEN,101,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,5222,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,92,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,6035,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,2144,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,112,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,14335,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,GENESEE,37,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,9975,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,116,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,17147,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,LIVINGSTON,51,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,13528,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,68,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,14878,8.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,MONROE,55,,,0,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,10557,22.6
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,,,0,,CORN,"CORN, GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,92,25.2
CENSUS,2017,YEAR,,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,,,0,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,14692,8.2
